topic,Text
4,"Tuna, as is well documented, absorb and store Mercury in fat.  Anything that eats that fat consumes Mercury. I wouldn't feed tuna to a child, and I'd recommend any adult to read the literature regarding mercury content in seafood. How can it be safely fed to a cat? Regarding this brand of cat food, it's excellent as long as you feed chicken or turkey."
0,"Excellent Boldo tea. I have had Boldo tea many times in South America., and always wanted to get in the States. It was very difficult to obtain. This one surpasses what I had before, in flavor and body."
1,"I have tried and enjoyed The Switch black cherry flavor, but their kiwi-strawberry left a lot to be desired.  To my palate, the flavor seemed a mix of floral and medicine-y, not very pleasant.  I appreciate the fact that they are trying to push a healthy alternative to soda (basically carbonated water and fruit juice), but they need to get the flavor right."
2,I love the fact that there is turkey being offered. This is my son's 2nd favorite dish. No issues with it and a good balance of nutrients.
2,"OK - this is not great if you're trying to eat low-carb. The thing is sweetened with Agave, but it's still carbs.<br /><br />The taste isn't bad for a healthier snack. It will never beat a Ring-Ding, but it probably won't kill you as fast. One of my kids likes them, the other doesn't.<br /><br />I think they're OK. They have that weird aftertaste that all soft-bars, like Luna bars, seem to have. There could be a lot more coconut and chocolate for my taste.<br /><br />The nice thing about these puppies is that they are gluten-free for those who care. They are a good size to cram into a bag, though they'll crumble if you push them into a pocket."
0,"I was trying to tell my 91 year old auntie who lives in the desert near 29 Palms about ""Bubble tea""  She just didn't get it.  One day we were shopping in the other desert near Palm Springs and I saw a stand up sign for ""bubble tea"" at the food court.  We walked the entire length of the shopping mall so I could buy her a bubble tea, and the STAND WAS CLOSED !!  When I saw that Amazon (my favorite place) had bubble tea kits, I ordered one of each.  I sent the kits to my sister in Desert Hot Springs so she could make and take the bubble tea to Aunt Ruth.  Thank you for allowing me to fulfill another item on her bucket list !!"
3,"This is an OK hot cocoa. I had been using Land O'Lakes product, but wanted to try this for a change. The taste is comparable, but the portions in each packet is smaller. I still like Land O'Lakes hot cocoa better."
0,"This is a nice selection of decent quality teas.  It was a little heavy on Chai varieties for my taste, but I loved all of the other flavors."
0,"I guess the tin isn't totally airtight, since I could smell the tea and bergamot that adds up to Earl Grey. The cup of tea was even more fragrant, smooth and not bitter. Since it is loose tea, you need a tea strainer or tea ball, but since it is a small tin, you can pack it on a trip. I like it with milk, but others add lemon. Either way, it's what Earl Grey tea is supposed to taste like."
0,"I got tired of overpaying for tea at Teavana so decided to try this brand of Oolong tea and was pleasantly surprised. It has a wonderful flavor and like the previous reviewer, I just put the bag in a tea ball to compensate for the poor quality of the bags. You just can't beat the value of this tea!"
3,"It's okay but it does not have a rich chocolatey taste. I actually find it to have a funky taste, can't quite figure it out."
2,"I have been looking for a great baby/ toddler snack that is simple, healthy, and GOOD!  These are it!!  I found them through a mommy blog and have been ordering then every month now!  My daughter started on them at about 8 months.  They soften and dissolve quickly in her mouth so no choking or much chewing.  She loves every flavor and they are GREAT for on the go.  100% Organic fruit without the mess involved with bringing along fresh fruit.  I don't have to worry about added chemicals, too much sugar, or other things found in baby/ toddler snacks.  Even I love them!!  Just make sure to close the bag because any moisture softens them up (still good, but they get sticky!)"
1,"This was actually a surprisingly refreshing drink that is lighter then OJ and reminds me of a virgin Mimosa. There was little after taste and the flavor isn't overbearing like an orange soda. The best thing is its all natural with no corn syrup. The bad thing is that the size is a little small at only 8.3 oz, which is probably to keep the calorie count down. Overall, a good, refreshing pick me up, but you may want to drink more then one."
4,"One star given just for possibility that some cats out there may be less (or different) picky from ours.  See my review of CAT-MAN-DOO BONITO SPRINKLES for info on several products I ""tested"" in search of a flavor/appetite enhancer, including this shrimp version and another F&S tuna treat product that was much better received by our gang of four."
3,This stuff is just awful. Doesn't taste like chocolate in the slightest. I've had very good Mexican spiced chocolate that actually tasted like chocolate. This stuff is just a mix of cinnamon and a bunch of other overpowering spices that are not pleasant. I can't believe this stuff has such good reviews. It's iky
0,"This tea is a nice change from my regular black tea. I'm not big on the taste of herbal teas so this was a good choice. It's closer to black but has it's own special taste, which I found myself looking forward to. Great in the evening as it doesn't contain caffeine."
0,"I bought this tea with great anticipation....gunpowder tea and mint sounded wonderful.  WELL!!  Look at that photo carefully.  This tea is unsweetened.  Ugh!  No where is there a written description regarding this.  Also, the mint is peppermint.  I figured it was going to be spearmint.  Finally, i thought gunpowder tea was a black tea.  This product is made with a green tea....leaving it with very little tea flavor.  Very strong peppermint flavor instead.  Guess that was my error in assumption on many things.  To me, not worth the money.  Bottles are smaller than expected and not one of the better made Tao products."
2,"My little girl can't get enough of this! I like that it is organic and contains fruit, veggies, protein and grains in one tasty meal. I wish it came in larger portions since my 10 month old always wants 2 jars."
3,"We bought this to replace our Cafe Escapes Dark Chocolate Cocoa.  They are less expensive- but you get what you pay for.  This cocoa is watery brown sugar water with an aftertaste.  I do not recommend it.<a href=""http://www.amazon.com/gp/product/B005K4Q1T0"">Grove Square Hot Cocoa Cups, Dark,Single Serve Cup for Keurig K-Cup Brewers, 24-Count</a>"
2,"I know these are super trendy right now, and I totally wanted to love this product (or, to be more exact, I wanted my toddler to love this product). He took one taste, handed it back to me, and said, ""Why you gave me baby food, mom?"" I tasted it, and he is right. It tastes just like jarred baby food. Same consistency (not any thicker), too. If your kid likes the packaging, great. If your kid doesn't, then it is just really, really expensive baby food. I'm going to give the rest to my baby, as the toddler is not the least bit interested."
1,Not only is the sweetener great in coffee or ice tea it makes a slammin skinny margarita.  Also try their Agava Simple Syrup - LOVE IT
0,"I recently purchased a large box of Taj Mahal tea through Amazon.com. The order was promptly shipped and received, was fresh, and met my expectations. Taj Mahal is a superior import tea from India and I highly recommend it."
1,I bought this in Montana on I90 at a gas station just to try ($.50-.99).  I believe this is the best soda out there.  If you can find it locally to save on shipping I would definitely give it a try and I will be looking for it locally also.<br /><br />I am from Wisconsin (a cherry state) and we have real (natural) cherry sodas.
2,"To be honest, my baby didn't really love all of these at first. He's pretty picky, so I had to mix fruit into some of these to get him interested in a few of them.  He took to the gourmet meals pack right away, but didn't love all of these.  But as he's gotten older, he's gotten less picky and seems to accept all of these flavors now without having to bribe him by mixing in fruit.  The prices on Amazon are good, so I will continue to order these here."
1,"This rootbeer is amazing. I love this soda. My husband loves this soda. My son loves this soda. If you are looking for a chemical-free diet soda, look no further. Seriously. This is a good soda."
2,My 10 month old can not get enough of this food.  We take this when we go out to eat and always have to take 2 packs because she loves it so much!!  Can't wait to try the other flavors.
0,"I have been trying different types of green tea to find one that is not too overpowering and where i can still reap the benefits of drinking green tea.  this one is it.  i put a packet of splenda in the equivalent of 2 1/2 cups of tea and even when i steep for up to 30 minutes (i get sidetracked when getting ready for work in the mornings) it is great, much more tolerable and less viscus than sencha.  i think i could even drink this one with no sweetener added."
0,"After a lifetime of tea drinking, I can honestly say that this is the best Earl Grey I have ever tasted.  I have ordered it a number of times, and each batch is consistently excellent. I have even given it as a gift, as its container is superb for keeping loose tea fresh.  The metal canister has an inner lid that is lifted with its own attached knob, so the tea stays dry and fresh for the length of time it takes to use it up.  Do yourself a favor, if you like Earl Grey, and treat yourself to this tea."
4,"Note that I'm not recommending you feed your cat dog food on any kind of regular basis: the two types of animals generally need different kinds of foods and nutrients. However, at the time I was having trouble finding cat-specific dehydrated food that I thought my cats would tolerate, and this was the one dehydrated food I found that included a high amount of protein *and* specifically mentioned taurine on the label, which cats need, so I decided to use it temporarily. The cats absolutely adore it. I've since found a cat-specific flavor from the same company, but I'll probably use a little of this now and then as variety.<br /><br />The cats' coats look and feel shiny and healthy, and they definitely vomit less than when fed more mainstream foods. I also mixed it with some straight ground raw meat/organs/bone to make sure they were getting plenty of meat. The wild brushtail certainly seems to agree with them as a protein source, and there are precious few protein sources that don't make them sick (I'm limited to chicken, turkey, rabbit, and a small amount of fish usually). Because the brushtail is wild it isn't grain fed, and thus should have plenty of the right nutrients. Also, according to the company, it's an overpopulated nuisance pest, so this is a responsible way to help conserve the forests brushtail devour and the animals that live there. What's not to love?"
4,"My cat will go for a day, probably longer, haven't tryed it, but he'll walk right by this stuff every time, even when I know he's hungery. ABSOLUTELY NO INTEREST. I swear he'd rather die of starvation then even take a wiff of it!!"
1,"I was looking forward to tasting the Switch Orange Tangerine drink since orange and tangerine flavors are two of my favorite but I was disappointed in the result.<br /><br />It was tangy. It tasted of ascorbic acid. It smelled of orange candy. It reminded me of breakfast. It reminded me of, yes, powdered Tang mixed with carbonated water followed by a strong unpleasant artificial aftertaste.  I found the the drink to be, simply, not very good.<br /><br />I tried to like the beverage and I did appreciate the concept but considering the unusual flavors, high calorie count of 140 cals/8.5 oz, and cost of almost a dollar/serving -- I cannot recommend Switch."
0,"This blueberry and vanilla tea is excellent! I love all kinds of tea, and friend gave me some of this blueberry and vanilla (and a couple other Dilmah varieties).  They're all great, but this is one of my favorites.  The blueberry vanilla taste is delicious but not overpowering.  I usually add milk and sugar to my tea, but this one doesn't need it.  I highly recommend it!"
1,"A watered down perversion of the acai berry.<br /><br />This juice comes on strong and harsh.  With tart aftertaste and no texture.<br /><br />That's because it is mostly apple juice, grape juice, pomegranate juice, blackberry juice, blueberry juice, and tart cherry juice.  Oh yeah there is some acai berry juice mixed into this concoction.<br /><br />You shall not find that distinctive  smooth chocolaty acai flavor here.  There is no milky mouth pleasing texture neither.  For that exotic unique acai experience try Zola or Samzon  brands.<br /><br />I'm not saying that this Lakewood juice product isn't nutritious.  That's not my point.  I'm saying that it's a juice blend that does not taste anything like the real acai juice."
3,"I have never had any hot chocolate that tastes better than this. Not homemade, not from starbucks, not from Swissmiss... This is hands down the best I've ever had. I go through so much of this stuff because whenever friends come over, they go straight for it.<br /><br />But what happened to the price? Most k-cups run from about $0.45 - $0.65 but Amazon has these things going for $0.92. Even Bed Bath & Beyond has them cheaper than that. Bring the price back down to something reasonable and your 5-star review will return."
1,"I only received one can for testing instead of the 24 pack promised.  But I really have to say that this is truly a new and wonderful taste experience.  The taste of kiwi and berry juice is a very great mix, but carbonating it makes it irresistible.  It sure beats out cola drinks-both in nutrition and taste.<br /><br />100% fruit juice, no added sugar, no preservatives, carbonated: The only thing wrong with this product is that it comes in small (8.3 ounce) cans."
4,I bought this cat food at Tractor Supply. My cats hate this food. They won't eat it.<br />It is so hard my cat's have a hard time trying to eat it. My cats are very unhappy with this food. I would not buy again.
3,"I have tried several different types of sugar-free chocolates and this is one of the worst.  Instead, I recommend the Dove dark chocolate and the Russell Stover coconut."
2,"I know the price varies for stage 1 foods but sometimes they are a lot cheaper on amazon then in the stores. I wasn't sure how many were in the package so I decided to just buy one.  There are 8 packs of 2 in this package so for the price, you are getting 16 containers.  I personally wasn't sure if I was getting a great price or paying slightly  more then if I went to the supermarket.  I like these gerber containers of baby food.  It's easier to get the food out, they do make some organic varieties, and you seem to get almost double the amount of food for the same price as jars.  If you only use half the lid snaps back on easy like a desposible food container."
0,"I bought this tea cause I had consumed the one from the bottle and I like that one.<br />However in tea bag is not just tasting totally and completely different, but additionally tastes really<br />horrible... believe me, I even tried to give it to my co workers for free after they tried it and they did not accept it.<br />In my opinion It tasted like Serum :s. Now I have 100 tea bags wasting space, probably soon they'll go to the waste bascket.<br /><br />It's sad... I thought it would taste like the bottle or at least close, but totally a disappointment."
1,"The kiwi/berry soda drink was tasty.  I enjoyed the light fruity flavor instead of the intensity and heaviness of the popular canned cola drinks.  The effervescence was perfect....again, not so intense as the other sodas.  The cans are small(only 8.3 oz.), but adequate for a small thirst.  The idea of healthy 100% fruit juices combined with a slight carbonation is fine for children and adults alike.  Probably the only downside is the price per can compared to those very popular, but ultra-sugary or fake sugar colas and other canned soft drinks....but, you getting a far better product."
1,"I liked just about all the Capri Suns up until a few years ago. For some odd reason (possibly because tons of people in the U.S. have a mild to severe problem with being overweight) they decided it was a good idea to subtract most of the sugar in these drinks and leave us with a near flavorless, almost diet-like drink to suit the kids better. Was this a good idea? Maybe health-wise yes, but not if you actually want to enjoy one of these. What the hell happened? These drinks used to be good! Now all I can say is that I will only reach into the fridge for one of these when there is nothing but water and cranberry juice available! They taste nearly as bad as the new and ""improved"" ""flavor-sucked-dry"" Huggie drinks. Yuck! Absolutely dreadful.<br /><br />2 (deserved) stars."
2,"I usually make my baby's food.... it's so easy, steam fruits & veggies and puree.... but sometimes I don't have enough time to cook and I buy Earth's Best baby foods....baby likes all the fruits and veggies so far but didn't like this one. She refused to eat it. When I tried it I understood why, I wouldn't eat it myself either... it tastes nasty.... my poor baby.... immediately I made her a homemade potato, zucchini, & asparagus puree and she loved it. I wouldn't recommend this flavor!"
4,"This food is working well for my 19 1/2 year-old-cat with kidney problems.  But I can't find any info on how many cans are included for this price?  I'm guessing 24 cans based on shipping weight and the price, but I won't buy without better info."
1,I am hooked.  This is a great way to get more fluids into my day without making it seem like a chore.  This powder tastes great without any additional sweeteners.  It is just what I have been looking for.  Also try the Blueberry version.  Delicious!
0,"Despite its reputation as the old standby variety of tea, Lipton compares favorably with other much more expensive brands.  Its loose tea packages are convenient to use and well-packaged for maintaining freshness during storage, shipment, and in the home, even after being opened.  All in all, a very superior product."
2,"First, the other happy baby flavors have been a hit with my baby and me.  But this mama grain is indescribable.  I knew it as soon as I opened the pouch...The smell is awful...But I figured we would try it anyway.  I only wish I had the video camera out...Baby didn't like this one at all and I can't blame him.  Recommend buying one pack regardless of the price before getting the 16 pack."
2,"My 10 month old twins LOVE these tiny dried fruits!  I love that they are organic!!  We've had the strawberry mix, the apple and the blueberry mix and they love all of them, but are particularly fond of the blueberries mixed in.  They pick out the blueberries before eating the rest.  These are freeze dried so they aren't gummy, but if you leave them out on a tray they will get gummier over time (maybe the moisture from the air?)  My twins didn't have a problem chewing them, but they've both had a lot of teeth for a while now.  One had 8 teeth at 7 months, the other had 6 teeth at the same time.  We started eating these at about 8 months old.  They have never choked on these (where they have with mum mum's and other types of crackers)"
1,"If you like tangerine and you think you need carbonation, then I think you'll like this product.  No sugar that I could taste to cut through the sourness of tangerine though there was a hint of the orange that helped take the edge off.  Of course if you really like tangerine, I mean you REALLY LIKE it, then you will get more than enough of it in this drink.<br /><br />We do need to be wary though of claims that natural equal healthy.  Is no sugar added really healthier?  What about the carbonate process that adds the fizzle and bubbles, what are those health affects if any?  Much like claims of organic we need to remember that not everything in nature is good for every person.  There is still a nice chunk of calories here, far more than water.  If you are allergic to citrus you shouldn't drink this even though you might drink things like Sunkisk.<br /><br />Did it taste good, oh yeah, it did to me because I like tangerine and orange.  But it did also have a slightly sour after taste that was annoying, easily solved with water.  Since I don't normally drink carbonated beverages though I felt a bit off after drinking this as well.<br /><br />This isn't just juice and you shouldn't make this a substitute for juice or fruit.  I don't doubt that it is slightly better for you thank other carbonated beverages though I think it would be better if they could cut some calories out as well."
0,Purchased this tea because of recommendation. Product arrived well packaged and quickly. I am very pleased with this product and will purchase it again.
3,"Best one in K cups todate not watery like several of the others I have tried. Will now join the subscribe and save group!<a href=""http://www.amazon.com/gp/product/B005K4Q64K"">Grove Square Hot Cocoa Cups Variety Pack, K-Cups for Keurig Brewers, 12-Count (Pack of 3)</a>"
1,"I liked the level of carbonation.  It was actually more highly carbonated than I was expecting, but didn't taste dry the way I would expect an artificial-sugar-free drink to taste with carbonation added.  I was hoping it would taste more ""orangey,"" but the tangerine is the more dominant flavor (along with apple, a common juice ""filler"").  Despite having ""no added sugar,"" however, there is still 34 grams worth of it in the small 8.3oz can.  Basically, other than having 100% of the daily value of Vitamin C, this drink could easily be replaced with a better tasting orange soda that is in a 12oz can and costs far less.  Unless you really like the taste, or you want to ensure your Vitamin C beverage stays fresh longer, I'd give this one a pass."
0,"Hi, I have to have black tea everyday. I have done it in the past 25 years and it's a habit of mine. Ahmad tea is one of my favorite brands and I highly recommend it if you like black tea. I think this is going to remain my favorite for the next 100 years or so :)"
0,"Not only does Tetley Tea come in cut little drawstring pouches, but it<br />is rich and tasty without being the least bit bitter. I enjoy all of<br />these flavors. What is better than sitting down with a nice cop of tea<br />and a book, I ask you?<br /><br />My daughter started sending me Tetley tea bags some time ago, and it<br />has been one of my favorites since."
0,"I've been drinking loose leaf tea for a while now and this has to be the worst stuff I have tried yet. I believe by ""Fine Tea"" they mean small particle size. My box is about the consistency of a box of dirt, instead of nice leaf parts. Following the directions did not produce a pleasant cup of tea. There is too much bitterness in this tea. I would definitely suggest checking out the Adagio teas. My Mother-in-Law gave me a sampler for Christmas and it had some excellent teas."
1,"The Switch Kiwi Berry drink is good tasting and all natural.  It should be emphasized that it is full-strength juice, not a ""flavored water"" type product.  For that reason, I found it a bit strong because I am not accustomed to drinking much juice.  The carbonation does add a bit of lightness to it though.  I like that it didn't taste too artificial."
3,"I'm not much of a chocolate and peanut butter person, but these chocolates are the perfect combination of both.  The different flavors have definitely made me a fan."
2,Very surprised.  Expected it to be thicker.  My 8 month olds are not pickey eaters but they refused to close thier mouths while this food was is there.  I would try it from babies r us before buying in bulk here.
1,"To be blunt I'd call this Orangina (<a href=""http://www.amazon.com/gp/product/B000121BY6"">Sparkling Citrus Beverage with Pulp - 4 Glass Bottles</a>) sans pulp.  Basically the drink has minimal carbonation, and a light orange juice flavor with hints of rind/zest.  Undertones of grape and apple come across as well being that they are ingredients but I still feel this beverage is distinctly orange.  Compared to the cherry which I tried earlier I feel that this is a far more refreshing drink.  Personally I find this drink to be rather good and fans of Orangina should definitely take note."
0,It was neither fresh nor tasty.  Perhaps if they wrapped it in an airtight container it could change my opinion but by the time I got it it tasted as if it been lying around gathering dust.  The flavors of the tea didnt matter because they were overshadowed by the other factors. Had high hopes but had to toss it all out.
0,"I love this tea!  Both the green and white varieties are quite consistently fresh.  I have ordered this at least ten times from various internet sites.  I didn't realize how old and stale tea from the grocery store was until I had this brand.  For organic tea, it is quite reasonably priced.  They recommend using two tsp. of loose tea per cup.  I use half that and it tastes great.  Never, ever bitter!  Very smooth tasting.  I highly recommend!"
2,They have a funky flavour and really get all over you fingers. I bought these to eat while driving it it isn't going to work.
4,This is my cat's third favorite food.  It's great stuff - the gravy is so very thick and the food looks like bits of steak slicked off for your friend.  My cat licks the bowl clean every time and wants more.  They should send me discounts for as much of this stuff I buy.  I buy it by the case if that gives you some idea!
0,This tea is so helpful for congestion and it tastes great too.  Make sure you let it steep as long as the directions say.  It really seems to help you to feel better.
0,"Our acupuncturist recommended this to us,  to lower my cholesterol and to lower my husband's blood pressure.  So far so good.  We have been taking it for a little over a month, so in a few more months, we'll have a better idea of its effectiveness.  We take two capsules in the morning and two at night"
1,"I really enjoyed this drink!  I am a lover of both orange juice and sunkist type drinks so I was very eager to try this drink.  It is the perfect combination of sweet and fruity!!!  The tangerine I believe helps give the extra lift of the sweet taste.  If you're trying to cut back on pop, I highly recommend this drink or even just for a refreshing treat!"
0,"Good quality tea, and I like having a variety pack with the best flavors in one box. The price your pay on amazon.com is really great and beats supermarket by far."
0,I love Twinings Lady Grey but the most recent batch was pretty bad. Regardless of how I brew it I get an odd odor that masks the characteristic Lady Grey aroma. I used some older tea under exactly the same conditions and got a perfect cup. I've got 6 tins of this stuff and it is a lost cause.
0,"I first drank this tea at Naniboujou Lodge on the North Shore of Minnesota, and bought a small packet up there. I was hooked, so after I had drunk the first bit I bought I wanted to get more of this tea ASAP. Was glad to see it for sale in such a high quantity here. I used to be a coffee drinker, but I much prefer tea -- specifically, Ashbys Afternoon Tea -- now, and I just gave away a bag of coffee I'll never drink. I never quite got why British people are so into tea, but -- whether this is a typical British tea or not, I don't know -- I now see why they'd build their afternoons around a high-quality tea like this one. Sublime."
0,"This is a distinctive, different and very enjoyable tea. Fragrant and highly flavorful: it's almost liqueurlike, without any alcoholic side effects of course. Good on its own or with the usual suspect additives (milk, sugar and/or lemon). Try it at work: you'll convert your fellow galley slaves."
1,"This is a great tasting, no sugar, or other additives, alternative to soda pop. I love that it is carbonated juice only. We are used to Knudsen juice spritzers. This isn't quite as sweet as those. We love these."
0,I love this tea from Arizona tea hot or cold.  I call it my bubble gum tea.  This is a very pleasing tea that has a wonderful aroma and taste just like the Arizona tea in the bottles only hot.  It is very relaxing in the evening or invigorating in the morning or anytime for that matter.  I highly recommend it if you like Green Tea.
0,"This tea is what it is supposed to be, it is good, the packaging was good, and the tea is excellent"
1,The Switch Kiwi Berry is a nice refreshing alternative to the typical carbonated soft-drinks on the market.<br /><br />The taste although unusual at first is rather pleasant once you get used to it. I'd describe it as a cross between those Dole Blended juices and soda water. Strange as it sounds it actually tastes good.<br /><br />Although I suppose it's slightly better for you than soda - The Switch doesn't use High-Fructose Corn Syrup - it's still full of calories and carbs.<br /><br />Still for people who generally don't drink soda such as myself but find themselves occasionally craving a carbonated beverage this is a nice alternative.<br /><br />The can is only 8.3 oz. which does make it considerably smaller than a can of soda. As long as you can stick to only drinking one you'll be slightly better off than drinking a typical non-diet soda.
4,"Cats do occasionally need a little green in their diet.  Not a whole lot, but their typical ""prey"" in the wile would probably have vegetation in their stomachs when killed and eaten.  That being said, my kitties are weird and love to eat vegetables.  I have a toddler that likes to throw his food around so inevitably some ends up on the floor, and they are there to pounce when it falls!  The ingredients in this food are wholesome, my kitties eat this food whole peas and all, and it makes their coats wonderfully soft and silky.  This is not the only wet food I feed them, but it is one I do plan on keeping in their wet food rotation.  I give it my solid recommendation."
2,"These are very handy when fresh fruit isn't available.  I bought them for my 16 month old and I to enjoy, however they are a little too crunchy and sour for her to eat straight from the bag, maybe some of other the other dried ""just fruit"" varieties are less tart. Overall they are nice to have on hand, they lose some of their tartness when stirred in cereal or yogurt.  Also good for baking."
0,"Pros:<br />- Blown away from the intensive taste compared to Lipton brands<br />- Great smell<br />- Leafs are relatively large so they do not fall through and end up in your tea.<br /><br />Cons:<br />- STAINS anything and everything<br /><br />I never tried this type of tea, but WOW.  When you brew this tea my fiance and I actually said ""WHOA!"" out loud.  The leafs are perfect size and makes brewing it very easy.<br /><br />IMO I would classify this tea as a winter tea as when I drink it I just wish snow was falling and I am drinking my tea to warm up. :)<br /><br />I cant give it 5 star mainly because of how fast and dark this tea stains our cups.  You have to make sure you clean your cups right away or else this tea will stain, A LOT.  I accidentally spilled some tea on our floor, and it actually stained the floor :(  Of course this would be considered User Error and the draw back of using an actual organic good tea, but now I have to make sure I can find the cups that have already been stained so I dont stain any more.<br /><br />Overall: Get it. I will make sure I always have one in the house."
3,I buy Gosh That's Good Sugar Free White Velvet all of the time.  This is the best SF White Chocolate that I have ever used.  It may be a little expensive but it lasts a long time.  Buy it and ENJOY!
2,"I think BJs has a better deal on mixed fruit packs by Gerber, but if your child really loves peaches, this is great!"
1,"The only good thing was that it was not sweet, but the taste was just bad. I could understand and tolerate the taste if it was an energy drink, but this is not an energy drink.  I have been very open and have tried different carbonated orange drinks, and I have to say this is the least favorites of the 9 other carbonated orange drinks.  I prefer just mixing carbonated water with orange juice."
0,"This is by far the best Earl Grey tea ever. The bergamot is not overpowering, but pleasantly soothing. To me, organic tea is the best. It has no bitterness the way ""regular"" teas sometimes do. This is a very relaxing tea blend, a perfect way to start your morning. The price is more than reasonable, especially for organic tea. If you're an Earl Grey tea lover, you won't be disappointed."
0,A lot of tea for the price... ...no sweetener needed... The product works better than I expected it to. I also didn't realize how much I was ordering. I am enjoying this product. Has very good taste.
0,I love this organic raw honey!<br /><br />When using it in my tea I don't need a lot and the taste is great.<br /><br />Honey is also helpful with moisturizing and healing so other than consuming it I also use it on my hair and face often. The darker the better.
1,It is a little on the sweet side but does not taste like a strong vodka.  I usually enjoy it as a dessert drink. It is still a good strong vodka but the sweet flavor kills the alcohol taste resulting in a very smooth drink.  I usually mix it with a little bit of ice water and it is perfect!
2,I purchased the Turkey pouches because my 8 month old loved the Chick Chick.  This is nothing like the Chick Chick.  This looks like a dry paste and it smells bad too.  Currently I'm mixing them with a jar of the Earth's Best Organics 2oz veggie jar in order to give it some texture other than cat food.  This is absolutely nothing like the Chick Chick with is a hearty puree with actual pieces of chicken and pasta.  I would not recommend it.
1,"Everyone at my house, even my mother-in-law, enjoyed this drink.  It tastes very much like a quality soda, but is made with 100% real juice.  Small cans mean you don't consume a lot of calories at once, because although this is healthier than regular soda, you shouldn't drink too much -- it's still a lot of sugar."
1,"I get energy drink for our IT department and we've been trying out random ones off Amazon with free/prime shipping. Out of all of them thus far, this is by far the worst. The cola flavor was alright, a little too sweet, but not too disgusting, and it provided a great kick. This orange flavor we couldn't give away. It tastes like regurgitated orange juice with some artificial sweetener thrown in.<br /><br />If you tempted to try this energy drink, try a different flavor! Cola is super fake sweet tasting, but not bad, this one is repulsing."
1,This is not orange and tangerine juice; it's mainly apple and grape juice flavored with orange and tangerine. And I really don't care about the vitamin C content; vitamin C is easy to get.<br /><br />What I do care about is that this is definitely the worst-tasting soda of any type that I have ever tried. I couldn't pour it down the drain fast enough.
1,"I like orange soda but usually cannot drink an entire can or bottle of Sunkist or <a href=""http://www.amazon.com/gp/product/B00168A9KG"">Orange Crush Case 4-6pk</a> because they are so sickly sweet. This has just the right touch of natural sweetness, and the tangerine gives a nice little tang to the orange flavor. Reminds me of the great orange sodas you can get in Europe or specialty shops, like <a href=""http://www.amazon.com/gp/product/B001GN4OHK"">Orangina Sparkling Citrus Beverage with Natural Pulp - 24 Cans</a> or <a href=""http://www.amazon.com/gp/product/B0001FQUCG"">San Pellegrino Aranciata 6 pack - 6oz bottles</a>.<br /><br />Dare I say it? Yes. The flavor and size make it a perfect mixer. After my intial sip, I immediately thought it would be great to fill up the rest of the glass with vodka."
0,"Since Republic of Tea discontinued their Bing Cherry Vanilla tea, I was looking for a replacement.  The flavor of this tea is very different from Republics - it's better.  The smell is very rich, like toasted vanilla and cherry.  It almost has a coffee smell, but not quite.  I don't like coffee, but this tea is incredible.  Glad I found it.  Best of all, the price!"
0,"As a long time tea drinker, was happy to come across this iced tea mix.  It serves as my sports drink while exercising or golfing.  I find this iced tea very refreshing.  I really like the flavor and especially the low sugar content.  The plain green is my favorite followed by the raspberry.  The blueberry is good too; it's unsweetened, so I add half a packet of Truvia."
3,For the price I think the cocoa cups are very good. I will order them again. They are nice to have in the house for the grand children and the holidays
1,"This carbonated 100% juice drink tastes incredibly good! You'll love this for yourself, for sport events, and for kids! These ought to be in every school vending machine (instead of sodas!)<br /><br />This is made from 100% juice, so great for adult (Or kids') lunches, picnics, etc. A great drink for exercise as well, and doesn't have the sugar in it, so no spikes in blood sugar... Likely a good choice for diabetics as well, and without the artificial sweeteners!<br /><br />I prefer the tangerine/orange version. This one is a little tart for me, but if you like tart, this one is for you!<br /><br />I would still prefer to drink this over any soda!"
2,"This is one of my son's favorite baby foods.  It does have a bit of sweetness, but not too sweet.  It's more runny than some of the other flavors, so we use a deeper spoon with this one, or add a little rice cereal to thicken it up."
0,Ahmad Tea is an excellent looseleaf tea eith hot or for making iced tea. Great flavor with no lingering aftertaste.
4,"Both of my cats (age 11) threw up for an extended period after eating just 3 of these. Into the trash they go (not the cats, the treats). Not sure what they were reacting to but thought it would be good to let other cat parents know the risk."
2,"If you are looking for a less messy version of licorice for the children, then be sure to try these!  They're soft, easy to chew, and they don't get your hands all sticky and gross in the car, in the summer, at the beach, etc. We love all the flavos and sometimes mix these in with the chocolate to have a very nice snack! Great item, great price too, highly recommend!"
2,My baby is 8 months and I purchased the gourmet meals pack. She really liked this one best out of all of them.
1,"I think this drink accomplishes what it sets out to... to taste like a sweet can of soda while delivering all the nutrition of its natural fruit juices.  Just while drinking one can it was easy to forget that this was a health drink and not an ordinary soda.<br /><br />I gave it only four stars because I had trouble digesting the mixed message that this product represents.  My mind is trained (maybe irreversibly) to associate this type of sweet carbonation with a junk beverage.  I didn't have that good mental feeling after drinking it that I do with juice, milk, water, etc.  I guess that's just my problem!"
0,"Very nice Tea.<br />I enjoy an Earl Grey that has a strong aroma and taste of Bergamot oil (the citrus flavor added)<br />Others are good, but this one is great."
